,State,Year,Bicycle,Carpool,Drove alone,Public transportation,"Taxi, motorcycle, or other",Walked,Worked at home,Alternative Transportation
409,North Dakota,2011,0.006498779,0.095064609,0.791089012,0.003940951,0.00685877,0.039184851,0.057363028,0.15154795999999998
410,North Dakota,2012,0.003566815,0.097478777,0.795019748,0.003800705,0.006166179,0.038201071,0.055766706,0.149213547
411,North Dakota,2013,0.005107081,0.100962865,0.789712069,0.004333281,0.010946693,0.04530342,0.043634591,0.16665333999999998
412,North Dakota,2014,0.002861591,0.083482803,0.812550342,0.00665989,0.006922374,0.034876928,0.052646071,0.13480358599999998
413,North Dakota,2015,0.00217238,0.086034169,0.819511833,0.003703933,0.005356723,0.038429849,0.044791113,0.13569705399999998
414,North Dakota,2016,0.005807496,0.099476143,0.801683139,0.005270585,0.007157159,0.029389671,0.051215806,0.14710105399999998
415,North Dakota,2017,0.005089536,0.081785534,0.816226289,0.005274655,0.007066606,0.038245566,0.046311814,0.137461897
416,North Dakota,2018,0.002056731,0.087313233,0.821576108,0.007371624,0.010394014,0.033923515,0.037364776,0.141059117
417,North Dakota,2019,0.002513009,0.084894819,0.825497546,0.007077856,0.012387482,0.031640731,0.035988557,0.138513897
418,North Dakota,2020,,0.077981733,0.777734726,0.00335715,0.047591493,,0.093334897,0.128930376
419,North Dakota,2021,0.002339831,0.077199341,0.78548199,0.002664039,0.012681833,0.030412775,0.08922019,0.125297819
420,Ohio,2010,0.002971055,0.077501829,0.838107203,0.016711665,0.006627237,0.022581593,0.035499419,0.126393379
421,Ohio,2011,0.002967162,0.081805302,0.832886287,0.016538288,0.00859079,0.023028699,0.03418347,0.132930241
422,Ohio,2012,0.003050816,0.081445778,0.83273991,0.015611196,0.008845303,0.023844522,0.034462474,0.132797615
423,Ohio,2013,0.003307198,0.077877777,0.836317856,0.01686375,0.008375499,0.022405763,0.034852158,0.12882998699999998
424,Ohio,2014,0.003163734,0.078266025,0.835591821,0.017021955,0.007711039,0.02186511,0.036380316,0.128027863
425,Ohio,2015,0.002741462,0.077757141,0.832281167,0.017782989,0.008552737,0.023641649,0.037242854,0.130475978
426,Ohio,2016,0.003082792,0.074855656,0.830626003,0.015984232,0.008973172,0.023369099,0.043109046,0.12626495100000001
427,Ohio,2017,0.002894323,0.076624421,0.833412184,0.014563826,0.009136719,0.020881451,0.042487076,0.12410074
428,Ohio,2018,0.003121594,0.082284098,0.823665322,0.015823016,0.009020131,0.022042491,0.044043349,0.13229133
429,Ohio,2019,0.002600561,0.080149517,0.823805786,0.015015443,0.009778538,0.022764524,0.04588563,0.130308583
430,Ohio,2020,,0.066992544,0.755931253,0.0107551,0.033734422,,0.132586681,0.111482066
431,Ohio,2021,0.002510608,0.072404179,0.738684878,0.00811132,0.011449391,0.018360753,0.14847887,0.112836251
432,Oklahoma,2010,0.002446821,0.11162609,0.810312692,0.005253469,0.011395922,0.017514184,0.041450821,0.14823648599999997
433,Oklahoma,2011,0.002658715,0.108557167,0.819372077,0.005068625,0.011346413,0.018625425,0.034371578,0.146256345
434,Oklahoma,2012,0.002276082,0.103855667,0.822841898,0.004338168,0.01297646,0.020499597,0.033212129,0.143945974
435,Oklahoma,2013,0.002742479,0.097060405,0.833703145,0.005305923,0.01077151,0.016825862,0.033590676,0.132706179
436,Oklahoma,2014,0.002937522,0.104609195,0.82329506,0.004295488,0.011554601,0.017385559,0.035922576,0.140782365
437,Oklahoma,2015,0.002269793,0.102149895,0.824998304,0.003972857,0.011652449,0.017462867,0.037493836,0.137507861
438,Oklahoma,2016,0.002759197,0.094894504,0.825772237,0.005008416,0.011688424,0.017054749,0.042822475,0.13140529
439,Oklahoma,2017,0.002936933,0.098263461,0.822989585,0.003288288,0.010675902,0.019085481,0.04276035,0.134250065
440,Oklahoma,2018,0.002100425,0.095277053,0.825104276,0.004614972,0.011709042,0.019755702,0.04143853,0.133457194
441,Oklahoma,2019,0.002383739,0.094779785,0.826517654,0.004258715,0.013291065,0.01458284,0.044186201,0.129296144
442,Oklahoma,2020,,0.089757157,0.783690388,0.002817945,0.030033379,,0.093701131,0.122608481
443,Oklahoma,2021,0.00201077,0.086814882,0.771732188,0.001775138,0.016041065,0.017594663,0.104031293,0.12423651799999998
444,Oregon,2010,0.022468591,0.099992555,0.721652796,0.042197652,0.00962648,0.039141722,0.064920204,0.21342699999999998
445,Oregon,2011,0.022652313,0.102284397,0.71828712,0.043274581,0.010936567,0.038570849,0.063994173,0.217718707
446,Oregon,2012,0.024672498,0.104245422,0.712361357,0.041398171,0.0100601,0.045705862,0.06155659,0.226082053
447,Oregon,2013,0.024400848,0.102507392,0.715853305,0.042895244,0.010886638,0.040253924,0.063202648,0.220944046
448,Oregon,2014,0.025701012,0.107800983,0.704866759,0.046529254,0.011902976,0.039673778,0.063525238,0.231608003
449,Oregon,2015,0.025456241,0.102384294,0.712066493,0.048499054,0.01041362,0.037863659,0.063316639,0.22461686800000003
450,Oregon,2016,0.022494467,0.097207685,0.723615794,0.043556342,0.010813139,0.036160678,0.066151896,0.210232311
451,Oregon,2017,0.020376794,0.097153434,0.716808282,0.044596798,0.01033253,0.03715154,0.073580621,0.209611096
452,Oregon,2018,0.019618991,0.094809581,0.717487935,0.042272177,0.01206208,0.03910763,0.074641607,0.207870459
453,Oregon,2019,0.019466127,0.094704525,0.715303728,0.046686786,0.013162867,0.037795698,0.072880269,0.21181600299999997
454,Oregon,2020,,0.080152942,0.649608238,0.025338102,0.059797961,,0.185102757,0.165289005
455,Oregon,2021,0.010683776,0.078190336,0.625988153,0.016520057,0.011879153,0.030189484,0.226549041,0.147462806
456,Pennsylvania,2010,0.00394177,0.088212903,0.770056,0.054242981,0.008241042,0.038243507,0.037061797,0.192882203
457,Pennsylvania,2011,0.004109257,0.090754032,0.765615063,0.053043945,0.009004297,0.039022926,0.03845048,0.195934457
458,Pennsylvania,2012,0.004838184,0.089440148,0.765467853,0.054153965,0.008685464,0.038400697,0.039013688,0.195518458
459,Pennsylvania,2013,0.005327753,0.08348136,0.768166414,0.055799951,0.009413976,0.038994234,0.038816313,0.19301727400000002
460,Pennsylvania,2014,0.004833331,0.085308523,0.763973813,0.057415025,0.00876977,0.038648435,0.041051104,0.19497508400000002
461,Pennsylvania,2015,0.004962001,0.085490585,0.763457551,0.056649718,0.008386101,0.038888496,0.042165548,0.194376901
462,Pennsylvania,2016,0.005182898,0.083616973,0.761361847,0.055555044,0.009333399,0.036476861,0.048472977,0.190165175
463,Pennsylvania,2017,0.005652096,0.085065784,0.761947174,0.053378874,0.009079846,0.035309668,0.049566557,0.188486268
464,Pennsylvania,2018,0.004313883,0.084556347,0.755743275,0.057632469,0.011029493,0.035335706,0.051388828,0.192867898
465,Pennsylvania,2019,0.004501325,0.084192295,0.75196409,0.057222536,0.011687683,0.036455006,0.053977064,0.19405884499999998
466,Pennsylvania,2020,,0.069849602,0.677859889,0.037470663,0.051528079,,0.163291767,0.158848344
467,Pennsylvania,2021,0.003745352,0.070424776,0.668492026,0.027903566,0.013251012,0.029349406,0.186833862,0.144674112
468,Puerto Rico,2019,0.001497745,0.077274651,0.842691796,0.011858778,0.014367403,0.027974202,0.024335425,0.13297277899999999
469,Puerto Rico,2021,0.000874378,0.062528953,0.817096704,0.007497108,0.013064521,0.024731742,0.074206594,0.10869670199999999
470,Rhode Island,2010,0.007021009,0.081997883,0.803184663,0.027929865,0.008385626,0.038338458,0.033142495,0.16367284099999999
471,Rhode Island,2011,0.001987849,0.085788873,0.803075179,0.031184886,0.00887946,0.032100973,0.03698278,0.159942041
472,Rhode Island,2012,0.004331187,0.089406655,0.788113254,0.030570399,0.015119455,0.036402217,0.036056833,0.175829913
473,Rhode Island,2013,0.00525367,0.080293097,0.803380158,0.026555274,0.012767111,0.04058287,0.031167819,0.165452022
474,Rhode Island,2014,0.005195715,0.074210647,0.802994315,0.030123272,0.009799614,0.039471601,0.038204836,0.15880084900000002
475,Rhode Island,2015,0.003862125,0.096651191,0.789746638,0.029115987,0.010178042,0.037242337,0.03320368,0.17704968199999999
476,Rhode Island,2016,0.003051886,0.083527259,0.802597041,0.024432717,0.007647345,0.036130961,0.04261279,0.154790168
477,Rhode Island,2017,0.001989606,0.094415316,0.79364973,0.021929707,0.007188624,0.03553141,0.045295607,0.161054663
478,Rhode Island,2018,0.002872157,0.079389598,0.84159601,0.017588775,0.014782891,0.020942173,0.022828397,0.13557559400000002
479,Rhode Island,2019,0.002711672,0.081761768,0.796041629,0.030683245,0.010913737,0.032765422,0.045122528,0.158835844
480,Rhode Island,2020,,0.064932113,0.747948758,0.018985478,0.047031802,,0.12110185,0.130949393
481,Rhode Island,2021,0.002423615,0.075664806,0.693290789,0.011536557,0.015483372,0.026350246,0.175250615,0.131458596
482,South Carolina,2010,0.003647031,0.093341923,0.828784083,0.004993943,0.013101593,0.018949162,0.037182264,0.13403365199999998
483,South Carolina,2011,0.003118444,0.093115058,0.823454174,0.006577593,0.012983046,0.02306576,0.037685925,0.13885990099999998
484,South Carolina,2012,0.003735549,0.093161195,0.828839339,0.005178761,0.013457978,0.021517163,0.034110014,0.137050646
485,South Carolina,2013,0.003225753,0.089643109,0.829416682,0.007050554,0.012698165,0.024872829,0.033092907,0.13749041
486,South Carolina,2014,0.003182793,0.092977127,0.826974278,0.007206493,0.013360555,0.021961792,0.034336961,0.13868876
487,South Carolina,2015,0.002860107,0.092794543,0.829697293,0.005078369,0.011530857,0.020420216,0.037618616,0.132684092
488,South Carolina,2016,0.002495424,0.093012723,0.825346053,0.005528094,0.011816273,0.021005405,0.040796028,0.133857919
489,South Carolina,2017,0.002350509,0.094893838,0.818442646,0.004955008,0.011371561,0.021338215,0.046648224,0.134909131
490,South Carolina,2018,0.002673483,0.081410445,0.813015824,0.022409174,0.009087919,0.034434077,0.036969078,0.150015098
491,South Carolina,2019,0.002283738,0.086379166,0.820504534,0.005868168,0.01322575,0.020489182,0.051249461,0.128246004
492,South Carolina,2020,,0.080519475,0.77903832,0.003283102,0.031646621,,0.105512482,0.11544919799999999
493,South Carolina,2021,0.002341326,0.08110967,0.765949691,0.003175052,0.014210393,0.016210042,0.117003827,0.117046483
494,South Dakota,2010,0.004587883,0.100046572,0.781842684,0.005261698,0.012354089,0.043840048,0.052067025,0.16609029
495,South Dakota,2011,0.006772708,0.099598076,0.780027218,0.007077565,0.008492103,0.042675134,0.055357195,0.16461558599999998
496,South Dakota,2012,0.008208675,0.091471149,0.787424766,0.004828772,0.010916398,0.039456745,0.057693495,0.15488173900000002
497,South Dakota,2013,0.003636006,0.092028648,0.797451284,0.002940646,0.009882538,0.041651351,0.052409527,0.150139189
498,South Dakota,2014,0.00442616,0.09156804,0.791594198,0.005454112,0.009274514,0.042341069,0.055341909,0.153063895
499,South Dakota,2015,0.005600323,0.083823816,0.805532089,0.008018697,0.007860876,0.031211415,0.057952784,0.13651512700000001
500,South Dakota,2016,0.003996076,0.088845857,0.798826981,0.004900365,0.009842575,0.038314907,0.05527324,0.14589978
501,South Dakota,2017,0.003492401,0.078049664,0.812345317,0.006773975,0.006977927,0.033904248,0.058456469,0.129198215
502,South Dakota,2018,0.001964473,0.094355039,0.814476059,0.005533952,0.01307883,0.020672766,0.049918881,0.13560506
503,South Dakota,2019,0.003810399,0.089582306,0.797535734,0.003520381,0.012249943,0.032187611,0.061113627,0.14135064
504,South Dakota,2020,,0.072830584,0.772118383,0.00326416,0.049690303,,0.102096569,0.125785047
505,South Dakota,2021,0.00303407,0.077831088,0.760905374,0.0041898,0.011029923,0.032162942,0.110846802,0.12824782299999998
506,Tennessee,2010,0.001278182,0.100069981,0.836322048,0.007072036,0.008952133,0.012494503,0.033811117,0.129866835
507,Tennessee,2011,0.00133773,0.094324015,0.839857338,0.009489738,0.008294071,0.013976593,0.032720515,0.12742214699999999
508,Tennessee,2012,0.001492641,0.094407564,0.836013979,0.007505327,0.010969075,0.013026947,0.036584466,0.127401554
509,Tennessee,2013,0.001817355,0.091926234,0.83896704,0.007472798,0.010796274,0.01354275,0.035477549,0.125555411
510,Tennessee,2014,0.001464398,0.092411689,0.834094092,0.008568614,0.011601062,0.014914455,0.03694569,0.12896021800000002
511,Tennessee,2015,0.000895718,0.089582993,0.838989741,0.008332278,0.012245206,0.012244191,0.037709873,0.123300386
512,Tennessee,2016,0.001133611,0.085863852,0.83548036,0.006945971,0.010674002,0.013238219,0.046663984,0.117855655
513,Tennessee,2017,0.001422467,0.08780225,0.832090136,0.006412143,0.010129717,0.013390349,0.048752938,0.11915692599999998
514,Tennessee,2018,0.002783209,0.087931096,0.810547625,0.002455116,0.006244922,0.028443635,0.061594397,0.12785797799999998
515,Tennessee,2019,0.001233093,0.088957321,0.820091769,0.006168297,0.013081987,0.014063678,0.056403855,0.12350437600000001
516,Tennessee,2020,,0.079928097,0.771759636,0.006070644,0.021239815,,0.121001808,0.107238556
517,Tennessee,2021,0.000995681,0.07500975,0.758073593,0.003560789,0.011148436,0.011406042,0.139805709,0.102120698
518,Texas,2010,0.002366789,0.110950538,0.798149205,0.015144346,0.016068308,0.016653388,0.040667428,0.161183369
519,Texas,2011,0.002859708,0.110514874,0.797904622,0.015533048,0.014432353,0.016859563,0.041895831,0.160199546
520,Texas,2012,0.002750344,0.110333381,0.800520176,0.016306425,0.014682373,0.016153858,0.039253443,0.16022638099999997
521,Texas,2013,0.003121521,0.107093572,0.801635882,0.015743625,0.01523313,0.016037778,0.041134492,0.157229626
522,Texas,2014,0.002748298,0.105985991,0.803929419,0.016065218,0.015331915,0.015670462,0.040268697,0.155801884
523,Texas,2015,0.00244849,0.101694798,0.807993553,0.015070338,0.013518579,0.015556691,0.043717551,0.148288896
524,Texas,2016,0.002577401,0.100856276,0.805356507,0.014345971,0.012770992,0.015736016,0.048356837,0.146286656
525,Texas,2017,0.002537966,0.098467842,0.805810236,0.013542715,0.013525092,0.015360813,0.050755337,0.143434428
526,Texas,2018,0.001394197,0.089684524,0.830706226,0.006229592,0.011556771,0.012951938,0.047476752,0.121817022
527,Texas,2019,0.002266335,0.09703946,0.801430551,0.013279696,0.013448477,0.015411443,0.057124039,0.141445411
528,Texas,2020,,0.09103424,0.717630855,0.009661178,0.031771514,,0.149902213,0.132466932
529,Texas,2021,0.002151908,0.091291953,0.707233159,0.007536591,0.015895604,0.013203849,0.162686935,0.13007990499999997
530,Utah,2010,0.007145336,0.112326243,0.775648336,0.021286425,0.010619659,0.029161501,0.043812499,0.18053916400000003
531,Utah,2011,0.007743927,0.120498622,0.765393984,0.024480984,0.011404883,0.024040514,0.046437087,0.18816893
532,Utah,2012,0.009850682,0.122158791,0.756697253,0.025041584,0.012914465,0.025670072,0.047667153,0.19563559399999997
533,Utah,2013,0.008236908,0.118463402,0.760064953,0.023217695,0.013086963,0.025529903,0.051400175,0.188534871
534,Utah,2014,0.007483976,0.118400803,0.760428038,0.025259442,0.010016534,0.023608969,0.054802237,0.184769724
535,Utah,2015,0.00983027,0.112189663,0.758213218,0.026758147,0.009711988,0.027828416,0.055468298,0.186318484
536,Utah,2016,0.006567928,0.109657997,0.758387747,0.027311211,0.009891257,0.027474939,0.060708921,0.180903332
537,Utah,2017,0.006949036,0.107347171,0.760921139,0.023182512,0.009929501,0.023553136,0.068117505,0.170961356
538,Utah,2018,0.006849871,0.111338149,0.757495266,0.021703367,0.009556931,0.024188526,0.068867889,0.17363684399999998
539,Utah,2019,0.005406716,0.1036262,0.761168007,0.024698374,0.010331614,0.02047126,0.074297828,0.16453416399999998
540,Utah,2020,,0.091067939,0.675099359,0.01733973,0.033127348,,0.183365624,0.14153501699999999
541,Utah,2021,0.005733569,0.088333195,0.663414972,0.013312628,0.01013765,0.018705867,0.20036212,0.136222909
542,Vermont,2010,0.005937105,0.094723386,0.748809876,0.013267062,0.0078165,0.055170243,0.074275829,0.176914296
543,Vermont,2011,0.008097472,0.099349997,0.743303832,0.013787758,0.01059288,0.06298699,0.061881071,0.194815097
544,Vermont,2012,0.009788946,0.102004523,0.735215429,0.011859022,0.007445998,0.060941759,0.072744324,0.19204024800000002
545,Vermont,2013,0.009068218,0.097438832,0.753622359,0.011920319,0.007351234,0.052558783,0.068040254,0.17833738600000001
546,Vermont,2014,0.006056651,0.087419444,0.763223109,0.011303015,0.006189071,0.054342754,0.071465955,0.165310935
547,Vermont,2015,0.007569845,0.081982207,0.769367879,0.012714219,0.009186827,0.058095833,0.06108319,0.169548931
548,Vermont,2016,0.006317411,0.079739631,0.755580013,0.015452344,0.013725983,0.059384925,0.069799692,0.174620294
549,Vermont,2017,0.007147447,0.091672283,0.748591671,0.014990831,0.009304221,0.057279895,0.071013652,0.180394677
550,Vermont,2018,0.012863045,0.090035148,0.753705988,0.00855892,0.008037862,0.052167479,0.074631559,0.17166245400000002
551,Vermont,2019,0.00502773,0.085502249,0.761867601,0.01642186,0.007711242,0.053115033,0.070354285,0.167778114
552,Vermont,2020,,0.059528492,0.69482902,0.006045384,0.057413414,,0.182183689,0.12298729
553,Vermont,2021,0.005428319,0.073520173,0.671705651,0.005196548,0.008999421,0.03928212,0.195867769,0.132426581
554,Virginia,2010,0.00335212,0.099830041,0.771391186,0.043830055,0.011122506,0.027039031,0.043435061,0.185173753
555,Virginia,2011,0.003457414,0.091527996,0.780837644,0.045036515,0.010219535,0.023360851,0.045560045,0.17360231099999998
556,Virginia,2012,0.00384857,0.099133694,0.77314763,0.043992117,0.010385946,0.02216633,0.047325713,0.179526657
557,Virginia,2013,0.004682958,0.093738553,0.774484372,0.044046387,0.012942216,0.024744426,0.045361089,0.18015454000000003
558,Virginia,2014,0.004350134,0.093119986,0.777238048,0.047019443,0.012200161,0.022447597,0.043624631,0.17913732100000002
559,Virginia,2015,0.004106706,0.090963157,0.77508786,0.047241942,0.012777095,0.023465123,0.046358116,0.178554023
560,Virginia,2016,0.004098049,0.09474036,0.769178598,0.041353934,0.01418066,0.026129547,0.050318852,0.18050255
561,Virginia,2017,0.004107368,0.08656031,0.773753172,0.041773739,0.014035654,0.025882952,0.053886805,0.17236002300000003
562,Virginia,2018,0.004395388,0.091145139,0.76653838,0.045276314,0.014310065,0.022239675,0.056095039,0.17736658100000002
563,Virginia,2019,0.00349782,0.08992557,0.766325024,0.043532621,0.015962008,0.02317364,0.057583317,0.17609165899999998
564,Virginia,2020,,0.076602692,0.665580291,0.027253921,0.03620764,,0.194355456,0.140064253
565,Virginia,2021,0.002489425,0.070492105,0.655996765,0.014760141,0.013101853,0.020264697,0.222895014,0.121108221
566,Washington,2010,0.009151272,0.104831301,0.730339454,0.054923716,0.012491749,0.034775818,0.05348669,0.216173856
567,Washington,2011,0.008277593,0.101719572,0.732794752,0.056287891,0.011518701,0.034478294,0.054923197,0.21228205099999997
568,Washington,2012,0.009334193,0.107191538,0.722160259,0.058275125,0.012178806,0.03577316,0.05508692,0.222752822
569,Washington,2013,0.008361029,0.100689341,0.726990086,0.062754056,0.013186415,0.034877407,0.053141666,0.21986824800000002
570,Washington,2014,0.009883586,0.101412502,0.723516118,0.063420883,0.012219426,0.034912818,0.054634668,0.221849215
571,Washington,2015,0.009745932,0.098090298,0.724382332,0.062458747,0.012198063,0.036632161,0.056492467,0.21912520100000002
572,Washington,2016,0.008622738,0.098790221,0.720523636,0.063625533,0.012332772,0.037403831,0.058701268,0.22077509499999998
573,Washington,2017,0.006958648,0.101751017,0.7171977,0.065381849,0.011060941,0.03435587,0.063293975,0.219508325
574,Washington,2018,0.009061338,0.097595812,0.709665555,0.069701067,0.012027771,0.036727917,0.06522054,0.225113905
575,Washington,2019,0.008744804,0.099519107,0.709168066,0.071084731,0.011532356,0.034841986,0.06510895,0.225722984
576,Washington,2020,,0.079074184,0.628210313,0.035007677,0.049543719,,0.208164107,0.16362558
577,Washington,2021,0.00563471,0.070669004,0.619770637,0.021236278,0.012840236,0.027890028,0.241959109,0.138270256
578,West Virginia,2010,0.001279553,0.093991462,0.829375562,0.007117942,0.009161652,0.030973147,0.028100682,0.142523756
579,West Virginia,2011,0.000803321,0.105134947,0.821263873,0.009134004,0.005949509,0.027499342,0.030215005,0.148521123
580,West Virginia,2012,0.000888662,0.105617246,0.81679381,0.007300116,0.008744873,0.031799664,0.028855629,0.154350561
581,West Virginia,2013,0.000756583,0.107617534,0.815215037,0.0070055,0.010868271,0.027697172,0.030839902,0.15394506
582,West Virginia,2014,0.002643509,0.097312797,0.829667104,0.007387077,0.008691081,0.028961167,0.025337266,0.144995631
583,West Virginia,2015,0.001575449,0.086953148,0.827495951,0.010637399,0.013464062,0.027383992,0.032489999,0.14001405
584,West Virginia,2016,0.001105064,0.09245608,0.815659662,0.010857733,0.008345849,0.03173958,0.039836032,0.144504306
585,West Virginia,2017,0.001536523,0.089918918,0.827688881,0.009202286,0.009234589,0.029383551,0.033035252,0.139275867
586,West Virginia,2018,0.001464064,0.085737813,0.832559143,0.008506696,0.011235492,0.026276176,0.034220616,0.133220241
587,West Virginia,2019,0.001252137,0.090363202,0.81987298,0.007900092,0.012363993,0.029020829,0.039226768,0.140900253
588,West Virginia,2020,,0.068458825,0.793833946,0.006068028,0.039396983,,0.092242218,0.113923836
589,West Virginia,2021,0.001862013,0.088454812,0.771256569,0.00357416,0.0113276,0.021348821,0.102176025,0.12656740599999997
590,Wisconsin,2010,0.007522892,0.088048435,0.80513941,0.016690102,0.009323846,0.031447993,0.041827322,0.153033268
591,Wisconsin,2011,0.006883497,0.08908675,0.798361557,0.019630073,0.008865881,0.034014442,0.043157799,0.158480643
592,Wisconsin,2012,0.008734473,0.089373701,0.802065759,0.017994671,0.010028072,0.032733559,0.039069766,0.158864476
593,Wisconsin,2013,0.008319425,0.082066001,0.805216029,0.019801777,0.008554359,0.03540876,0.040633648,0.154150322
594,Wisconsin,2014,0.007927705,0.081654315,0.808791076,0.018979448,0.00966274,0.03223248,0.040752236,0.150456688
595,Wisconsin,2015,0.008183208,0.078865793,0.812343217,0.019134901,0.009002215,0.031603047,0.040867619,0.146789164
596,Wisconsin,2016,0.007031135,0.082198478,0.806919978,0.017426119,0.008973122,0.030303103,0.047148065,0.145931957
597,Wisconsin,2017,0.006296255,0.076339026,0.811193001,0.017505249,0.009205857,0.029961652,0.04949896,0.139308039
598,Wisconsin,2018,0.006581473,0.075151753,0.816929816,0.014992541,0.008773606,0.0292502,0.04832061,0.134749573
599,Wisconsin,2019,0.006167635,0.079926514,0.80755004,0.016928306,0.00885662,0.029604853,0.050966031,0.141483928
600,Wisconsin,2020,,0.066328152,0.746780073,0.011429029,0.03974567,,0.135717075,0.117502851
601,Wisconsin,2021,0.004766155,0.065796233,0.733539738,0.008591845,0.012089561,0.026746897,0.148469571,0.11799069099999998
602,Wyoming,2010,0.008574399,0.110581783,0.75946876,0.016983905,0.011904506,0.043567409,0.048919239,0.191612002
603,Wyoming,2011,0.009619754,0.108596257,0.777490754,0.015439845,0.013346011,0.034036172,0.041471207,0.18103803899999998
604,Wyoming,2012,0.011799678,0.115559208,0.757484088,0.015314402,0.012173883,0.032454361,0.055214381,0.187301532
605,Wyoming,2013,0.007830708,0.108313338,0.770565062,0.015314225,0.0152661,0.045664235,0.037046331,0.19238860600000002
606,Wyoming,2014,0.009402399,0.110303476,0.768019014,0.016147819,0.012454381,0.035678475,0.047994436,0.18398654999999997
607,Wyoming,2015,0.006169531,0.100147668,0.773100293,0.021970307,0.010699847,0.045942946,0.041969408,0.18493029900000002
608,Wyoming,2016,0.006139543,0.089983333,0.777555857,0.015197654,0.007099506,0.046081734,0.057942374,0.16450177
609,Wyoming,2017,0.010628885,0.102029411,0.779408551,0.005914489,0.012892941,0.036203407,0.052922316,0.167669133
610,Wyoming,2018,0.011339797,0.10151701,0.757981256,0.012288587,0.012088287,0.042614725,0.062170339,0.179848406
611,Wyoming,2019,0.010431759,0.115135709,0.769141884,0.011630195,0.006872225,0.029524453,0.057263774,0.17359434100000004
612,Wyoming,2020,,0.085414209,0.764088077,0.00558508,0.056464153,,0.088448481,0.147463442
613,Wyoming,2021,0.007509837,0.092258169,0.758941289,0.007939978,0.010295175,0.033565092,0.089490459,0.15156825100000001
