Mode,State,Year,Total,Total,Air,Air,Highway,Highway,Transit,Transit,Water,Water
Type,,,Expenditure,Revenue,Expenditure,Revenue,Expenditure,Revenue,Expenditure,Revenue,Expenditure,Revenue
0,Alabama,2004,31268214.0,31898043.0,103465.0,76387.0,2610892.0,799551.0,42112.0,12956.0,59270.0,78119.0
1,Alabama,2005,31752413.0,33376997.0,117439.0,76786.0,2891777.0,851880.0,53673.0,6840.0,69998.0,87289.0
2,Alabama,2006,33777872.0,35746030.0,108866.0,85735.0,3117224.0,908548.0,53679.0,6169.0,99926.0,88473.0
3,Alabama,2007,35780780.0,40652798.0,141235.0,81517.0,3113556.0,896611.0,62958.0,6815.0,181571.0,110031.0
4,Alabama,2008,37855331.0,30966318.0,146693.0,91052.0,3021923.0,879950.0,74073.0,5181.0,176795.0,125295.0
5,Alabama,2009,41171406.0,33896509.0,232744.0,94737.0,3577298.0,863220.0,62866.0,5852.0,263871.0,103420.0
6,Alabama,2010,42255101.0,42188979.0,241908.0,94645.0,3194874.0,875559.0,65662.0,5771.0,132976.0,106460.0
7,Alabama,2011,42380444.0,41381661.0,187434.0,99174.0,3336325.0,863508.0,67325.0,5611.0,112157.0,121533.0
8,Alabama,2012,44777598.0,44473033.0,190036.0,104107.0,3381490.0,865512.0,64059.0,4041.0,122808.0,144686.0
9,Alabama,2013,46678459.0,46031370.0,195534.0,104694.0,3514481.0,875572.0,60776.0,4554.0,139837.0,147508.0
10,Alabama,2014,46627962.0,44391144.0,164291.0,108185.0,3417147.0,847795.0,60617.0,4659.0,175274.0,162318.0
11,Alabama,2015,47322321.0,43614708.0,121337.0,109911.0,3600401.0,894700.0,61601.0,4855.0,129975.0,289772.0
12,Alabama,2016,47285873.0,46651306.0,111014.0,111759.0,3660789.0,928747.0,67286.0,4543.0,115226.0,119690.0
13,Alabama,2017,46961537.0,49971701.0,137938.0,121591.0,3713553.0,948919.0,72087.0,5229.0,91218.0,125872.0
14,Alabama,2018,48238993.0,51536325.0,120654.0,124520.0,4391237.0,1013944.0,73341.0,5499.0,92201.0,134936.0
15,Alabama,2019,50276684.0,53171724.0,169091.0,131838.0,4045705.0,997531.0,72438.0,5358.0,155826.0,158449.0
16,Alabama,2020,52646924.0,55343113.0,220896.0,130237.0,4003291.0,1172247.0,81056.0,5183.0,159899.0,139822.0
17,Alaska,2004,10016276.0,11031362.0,271598.0,85880.0,1363897.0,154587.0,26806.0,4588.0,43663.0,37395.0
18,Alaska,2005,10026883.0,11404052.0,73418.0,106897.0,1884119.0,173984.0,35349.0,5007.0,51443.0,42967.0
19,Alaska,2006,10797128.0,13246588.0,77221.0,113705.0,1999602.0,181579.0,40484.0,7395.0,62977.0,48340.0
20,Alaska,2007,11658984.0,15542480.0,98541.0,123296.0,2153882.0,179476.0,47054.0,5260.0,93696.0,50632.0
21,Alaska,2008,12903682.0,19086790.0,100309.0,130896.0,2363671.0,186394.0,48277.0,6142.0,115620.0,56626.0
22,Alaska,2009,14546360.0,12599251.0,99714.0,107903.0,2686385.0,150259.0,59249.0,5487.0,220919.0,61512.0
23,Alaska,2010,14450380.0,15643406.0,100560.0,114837.0,2724496.0,176091.0,50625.0,6424.0,148209.0,60867.0
24,Alaska,2011,14580270.0,18353715.0,112708.0,119670.0,2568672.0,186443.0,61339.0,5890.0,110472.0,57923.0
25,Alaska,2012,14635366.0,18197986.0,361565.0,115414.0,1805566.0,190474.0,60318.0,6863.0,99593.0,56975.0
26,Alaska,2013,15488434.0,17583374.0,309963.0,116987.0,2013078.0,204969.0,54529.0,7775.0,143625.0,69608.0
27,Alaska,2014,16465540.0,16294653.0,259941.0,137689.0,2392945.0,202683.0,58492.0,7831.0,153351.0,69089.0
28,Alaska,2015,16856025.0,11931622.0,328665.0,156295.0,2410166.0,180390.0,47726.0,7718.0,169256.0,72226.0
29,Alaska,2016,15839199.0,11497088.0,296850.0,160823.0,2482448.0,200821.0,53694.0,7242.0,170528.0,76338.0
30,Alaska,2017,14939769.0,14321897.0,376461.0,192599.0,2131721.0,196868.0,50601.0,6487.0,148143.0,80954.0
31,Alaska,2018,16461035.0,13787654.0,403435.0,203521.0,2265047.0,189883.0,54424.0,5939.0,128089.0,74852.0
32,Alaska,2019,14934777.0,13884789.0,398376.0,198123.0,2010865.0,201943.0,50744.0,5743.0,139117.0,78260.0
33,Alaska,2020,15076507.0,14035106.0,316311.0,191591.0,2171353.0,180065.0,54972.0,5396.0,185239.0,85825.0
34,Arizona,2004,36076186.0,38387677.0,627083.0,287629.0,3290471.0,851001.0,433429.0,32614.0,0.0,0.0
35,Arizona,2005,39457745.0,41056844.0,632627.0,302210.0,3209331.0,906876.0,380380.0,38552.0,,
36,Arizona,2006,42818119.0,46860817.0,404323.0,334206.0,3835481.0,992733.0,706360.0,41140.0,,
37,Arizona,2007,47132004.0,51243463.0,576589.0,466876.0,4234541.0,1029671.0,845370.0,68683.0,0.0,0.0
38,Arizona,2008,52383683.0,47110986.0,548399.0,477143.0,4799416.0,1003259.0,951239.0,73124.0,0.0,0.0
39,Arizona,2009,53906003.0,42569515.0,553126.0,433335.0,4917472.0,1059621.0,1040435.0,99209.0,0.0,0.0
40,Arizona,2010,53431950.0,54098791.0,591838.0,439787.0,4366115.0,1027777.0,823173.0,104441.0,0.0,0.0
41,Arizona,2011,52572172.0,58588756.0,629611.0,451969.0,3991635.0,1017249.0,652646.0,112342.0,0.0,0.0
42,Arizona,2012,51103967.0,51485552.0,576527.0,444411.0,3731347.0,1090619.0,719627.0,134829.0,0.0,0.0
43,Arizona,2013,52177678.0,57888262.0,521514.0,442666.0,3600716.0,1003478.0,846494.0,116113.0,0.0,0.0
44,Arizona,2014,53732114.0,59764108.0,514780.0,463213.0,3163745.0,1011504.0,903151.0,117281.0,0.0,0.0
45,Arizona,2015,51738519.0,56825852.0,482942.0,482887.0,3410729.0,1001662.0,832877.0,115185.0,0.0,0.0
46,Arizona,2016,56101988.0,59058409.0,519142.0,482654.0,3801960.0,1166111.0,752476.0,105667.0,0.0,0.0
47,Arizona,2017,60084606.0,66789025.0,529059.0,488679.0,3953216.0,1116587.0,761110.0,103456.0,0.0,0.0
48,Arizona,2018,62755470.0,68945106.0,687539.0,452138.0,4178752.0,1136540.0,978693.0,100787.0,0.0,0.0
49,Arizona,2019,66574868.0,71245982.0,769380.0,470286.0,4513684.0,1189034.0,993631.0,98986.0,0.0,0.0
50,Arizona,2020,71488388.0,73442489.0,833000.0,419478.0,4792724.0,1170155.0,1032701.0,84502.0,0.0,0.0
51,Arkansas,2004,16350803.0,18026873.0,43506.0,36320.0,2066918.0,707591.0,27926.0,2513.0,3003.0,1195.0
52,Arkansas,2005,16681802.0,18865934.0,70591.0,38571.0,1739620.0,634135.0,29512.0,2303.0,2537.0,1332.0
53,Arkansas,2006,17905845.0,20797101.0,88659.0,43334.0,1749513.0,636508.0,20482.0,2845.0,2256.0,2135.0
54,Arkansas,2007,19079469.0,22486761.0,83283.0,49709.0,1769374.0,621012.0,29000.0,3116.0,4905.0,1693.0
55,Arkansas,2008,20186892.0,19614726.0,88398.0,53335.0,1848827.0,640285.0,25464.0,3029.0,6266.0,1736.0
56,Arkansas,2009,20677126.0,16976457.0,93308.0,61009.0,1874589.0,632404.0,27848.0,3486.0,4940.0,1517.0
57,Arkansas,2010,22798461.0,24539102.0,100946.0,56660.0,1928916.0,629573.0,27948.0,3354.0,4560.0,2190.0
58,Arkansas,2011,23768135.0,27695373.0,112436.0,64192.0,2106819.0,641460.0,38099.0,4040.0,7302.0,2647.0
59,Arkansas,2012,23966965.0,23193532.0,107564.0,67686.0,2212618.0,630697.0,27584.0,3357.0,4106.0,3295.0
60,Arkansas,2013,24024061.0,26893348.0,118918.0,70711.0,2372129.0,616755.0,27334.0,3466.0,3073.0,3538.0
61,Arkansas,2014,24998998.0,28400573.0,135335.0,72614.0,2551285.0,618345.0,29274.0,3468.0,3137.0,4374.0
62,Arkansas,2015,26098283.0,26844680.0,110065.0,75305.0,2598707.0,633526.0,30149.0,3616.0,5165.0,3810.0
63,Arkansas,2016,26782688.0,26682770.0,105224.0,75146.0,2691936.0,655137.0,41515.0,3581.0,2901.0,4207.0
64,Arkansas,2017,27688857.0,31474908.0,111718.0,77479.0,3328380.0,659197.0,29864.0,3497.0,3222.0,2871.0
65,Arkansas,2018,27659935.0,31613160.0,131890.0,81075.0,3236633.0,670153.0,35064.0,3448.0,3777.0,3062.0
66,Arkansas,2019,28820946.0,30677927.0,118435.0,82816.0,2644890.0,677065.0,30901.0,3206.0,4848.0,4396.0
67,Arkansas,2020,28980661.0,34422618.0,110074.0,80830.0,2892690.0,726067.0,37261.0,3080.0,4926.0,4464.0
68,California,2004,328478435.0,358260676.0,2233429.0,1715730.0,16654699.0,6333654.0,7714084.0,1448627.0,989431.0,983966.0
69,California,2005,342546160.0,381059228.0,2179728.0,1719186.0,18305404.0,6853229.0,7265207.0,1366948.0,883137.0,1087913.0
70,California,2006,363314311.0,410423098.0,2201644.0,1798966.0,24338328.0,7066200.0,7580734.0,1493098.0,915524.0,1189427.0
71,California,2007,390080247.0,471995370.0,2646004.0,2096261.0,20946794.0,6875874.0,8518945.0,1634188.0,991998.0,1281328.0
72,California,2008,412952032.0,352118411.0,2857973.0,2334694.0,23385051.0,6995590.0,8941786.0,1825809.0,1064712.0,1300483.0
73,California,2009,429363536.0,235012700.0,3319710.0,2274121.0,22194210.0,7079452.0,9661311.0,1904640.0,1131014.0,1319480.0
74,California,2010,432362533.0,453354349.0,3714791.0,2354048.0,25213143.0,7209067.0,9844791.0,1896063.0,1384623.0,1300760.0
75,California,2011,456361143.0,521092241.0,3456077.0,2498797.0,21205050.0,9818960.0,10282767.0,1945539.0,1207035.0,1323389.0
76,California,2012,449292120.0,399990808.0,3519019.0,2737204.0,26153245.0,10240022.0,10519772.0,1987384.0,1244778.0,1288840.0
77,California,2013,456010824.0,493823235.0,3810632.0,2876493.0,26980244.0,10468532.0,11630757.0,2075064.0,1413105.0,1296266.0
78,California,2014,474923992.0,542501678.0,3230091.0,3078840.0,24613277.0,11283202.0,13511033.0,2172146.0,2065281.0,1340858.0
79,California,2015,514882148.0,503676113.0,3197818.0,3186088.0,23283918.0,11101435.0,14655585.0,2292482.0,1895948.0,1372124.0
80,California,2016,550055846.0,511974138.0,3780712.0,3542889.0,24101100.0,10614844.0,13567971.0,2249903.0,1471559.0,1377859.0
81,California,2017,569430129.0,619470746.0,4653418.0,3933049.0,22440393.0,10881713.0,15003450.0,2310641.0,1479848.0,1500847.0
82,California,2018,605649479.0,658759284.0,5236591.0,4135377.0,25402509.0,12560575.0,14778680.0,2241127.0,1395968.0,1549341.0
83,California,2019,644170159.0,664585834.0,6114248.0,4358838.0,27891089.0,13990928.0,16701171.0,2254747.0,1533072.0,1612264.0
84,California,2020,678462621.0,651904381.0,5302685.0,4128466.0,32533736.0,14633838.0,16823032.0,2391684.0,1085592.0,1522125.0
85,Colorado,2004,34376676.0,38693384.0,418129.0,568778.0,3917908.0,915823.0,491364.0,70449.0,0.0,0.0
86,Colorado,2005,35062805.0,38915310.0,458673.0,593288.0,3417178.0,966371.0,574946.0,74449.0,0.0,0.0
87,Colorado,2006,37111809.0,41205216.0,468853.0,633275.0,3054127.0,971946.0,656023.0,75547.0,0.0,0.0
88,Colorado,2007,40319496.0,46349666.0,703922.0,559073.0,3163931.0,1134413.0,695532.0,106020.0,3203.0,591.0
89,Colorado,2008,42763993.0,47160741.0,576987.0,592433.0,3456815.0,1107289.0,591370.0,118071.0,0.0,615.0
90,Colorado,2009,45694301.0,29224089.0,646866.0,649401.0,3807950.0,1150465.0,766038.0,139657.0,0.0,0.0
91,Colorado,2010,48630069.0,49259855.0,706081.0,748337.0,3806235.0,1198298.0,777399.0,136455.0,0.0,0.0
92,Colorado,2011,49612088.0,51852572.0,662038.0,687265.0,3614004.0,1244513.0,747086.0,137155.0,0.0,0.0
93,Colorado,2012,49719340.0,47354294.0,572882.0,786237.0,3721727.0,1301748.0,1145692.0,139904.0,0.0,0.0
94,Colorado,2013,50450874.0,54734901.0,653651.0,806238.0,3735726.0,1326362.0,1345406.0,144221.0,0.0,0.0
95,Colorado,2014,53650912.0,57093755.0,750806.0,731356.0,4052645.0,1387027.0,1467795.0,148096.0,0.0,0.0
96,Colorado,2015,55219433.0,55340011.0,766682.0,778216.0,4350911.0,1544546.0,1598644.0,150111.0,0.0,0.0
97,Colorado,2016,57851779.0,55105506.0,765390.0,796430.0,4354391.0,1563540.0,1610107.0,150116.0,0.0,0.0
98,Colorado,2017,60919223.0,61732970.0,829616.0,953253.0,4939510.0,1587271.0,1439796.0,162111.0,0.0,0.0
99,Colorado,2018,64659578.0,70652773.0,844897.0,982779.0,5117253.0,1787496.0,1219116.0,169460.0,0.0,0.0
100,Colorado,2019,66637771.0,63700623.0,855935.0,1011603.0,4699106.0,1691007.0,1252400.0,186279.0,0.0,0.0
101,Colorado,2020,74023492.0,79606745.0,1296851.0,1087426.0,5225331.0,1553418.0,1523243.0,200076.0,0.0,0.0
102,Connecticut,2004,28924967.0,28766835.0,35758.0,31465.0,1770170.0,686367.0,297158.0,34668.0,3703.0,1043.0
103,Connecticut,2005,29631074.0,30490099.0,34824.0,33112.0,1759182.0,723014.0,313977.0,36209.0,3665.0,1146.0
104,Connecticut,2006,31472666.0,33648282.0,42141.0,36950.0,1830058.0,703855.0,343847.0,39174.0,3817.0,1043.0
105,Connecticut,2007,32738862.0,37330759.0,46337.0,39775.0,1703528.0,693877.0,400277.0,42913.0,4260.0,1019.0
106,Connecticut,2008,35150823.0,32656080.0,54153.0,41642.0,1888625.0,741371.0,484426.0,42193.0,1805.0,832.0
107,Connecticut,2009,37615438.0,28904407.0,60128.0,41518.0,2109412.0,736701.0,594379.0,43683.0,3032.0,852.0
108,Connecticut,2010,39310557.0,39427477.0,57804.0,43334.0,2420368.0,751602.0,619696.0,43412.0,2299.0,1074.0
109,Connecticut,2011,40406856.0,42527723.0,62914.0,42016.0,2287010.0,695599.0,718056.0,45691.0,3066.0,1085.0
110,Connecticut,2012,40444776.0,40065044.0,20773.0,45433.0,3094844.0,775413.0,564467.0,59008.0,2085.0,959.0
111,Connecticut,2013,40544778.0,44428745.0,25510.0,43522.0,3273473.0,785708.0,595089.0,58764.0,2056.0,1025.0
112,Connecticut,2014,42400256.0,45460754.0,59952.0,50359.0,3447153.0,795385.0,600593.0,59068.0,2345.0,1217.0
113,Connecticut,2015,40154113.0,43346308.0,71900.0,39598.0,3537517.0,786684.0,640919.0,56957.0,2460.0,1346.0
114,Connecticut,2016,41772915.0,42801774.0,41333.0,22621.0,3944018.0,774542.0,640717.0,53319.0,2313.0,1238.0
115,Connecticut,2017,41048798.0,49738823.0,27451.0,26951.0,3494622.0,806080.0,665780.0,54671.0,911.0,1347.0
116,Connecticut,2018,41642052.0,49846252.0,29729.0,24359.0,3297553.0,820401.0,701492.0,57500.0,1840.0,862.0
117,Connecticut,2019,43162921.0,51371714.0,44788.0,33193.0,3244451.0,835240.0,664803.0,126058.0,1593.0,764.0
118,Connecticut,2020,45285851.0,51910360.0,29741.0,30018.0,3199037.0,784344.0,726373.0,69607.0,1066.0,758.0
119,Delaware,2004,6921977.0,7124618.0,14539.0,5228.0,802450.0,338858.0,71663.0,9814.0,29245.0,25708.0
120,Delaware,2005,7595278.0,7636707.0,14680.0,6232.0,1010107.0,346366.0,87638.0,10133.0,28900.0,27744.0
121,Delaware,2006,8299296.0,8473853.0,19047.0,5953.0,1007121.0,380180.0,74996.0,11883.0,46828.0,30979.0
122,Delaware,2007,8705975.0,9243796.0,15374.0,5559.0,759242.0,385547.0,88699.0,11941.0,32759.0,30621.0
123,Delaware,2008,9072548.0,8405064.0,16954.0,6015.0,995054.0,427954.0,123650.0,13345.0,33640.0,26816.0
124,Delaware,2009,9362274.0,7462899.0,19843.0,6660.0,1069451.0,447550.0,134808.0,13357.0,28403.0,29209.0
125,Delaware,2010,9745138.0,9830527.0,6985.0,7602.0,1137680.0,437179.0,125388.0,15387.0,29199.0,28203.0
126,Delaware,2011,9916478.0,11062529.0,6793.0,7600.0,971446.0,438426.0,126359.0,16194.0,36831.0,31890.0
127,Delaware,2012,10151774.0,9775661.0,6638.0,5677.0,879287.0,452799.0,135912.0,16862.0,31648.0,33965.0
128,Delaware,2013,10525974.0,10954394.0,6959.0,7329.0,909064.0,465409.0,134718.0,17065.0,39387.0,36750.0
129,Delaware,2014,10796183.0,11273143.0,7091.0,7364.0,759380.0,476722.0,159928.0,18711.0,37474.0,35929.0
130,Delaware,2015,10820667.0,10307049.0,7108.0,7908.0,691788.0,484981.0,122831.0,21321.0,43626.0,40492.0
131,Delaware,2016,11268907.0,10284816.0,7369.0,7075.0,936882.0,515274.0,137088.0,20880.0,58203.0,38418.0
132,Delaware,2017,12100844.0,11730824.0,7487.0,6921.0,1429298.0,534027.0,146096.0,22542.0,57957.0,37303.0
133,Delaware,2018,12200640.0,12597776.0,7896.0,7722.0,1280553.0,537193.0,150021.0,20488.0,55656.0,39804.0
134,Delaware,2019,12800960.0,12501688.0,7902.0,7908.0,1382834.0,550287.0,166174.0,21039.0,33847.0,18072.0
135,Delaware,2020,13311734.0,14835230.0,8561.0,7941.0,1184315.0,558706.0,168726.0,16398.0,23339.0,22194.0
136,District of Columbia,2004,8441919.0,8876006.0,0.0,0.0,108610.0,66042.0,1472197.0,597573.0,0.0,0.0
137,District of Columbia,2005,8946894.0,10046167.0,0.0,0.0,111116.0,68335.0,1551623.0,663260.0,0.0,0.0
138,District of Columbia,2006,10148361.0,11122148.0,0.0,0.0,129174.0,72262.0,1789733.0,696026.0,0.0,0.0
139,District of Columbia,2007,10604688.0,11388989.0,0.0,0.0,148989.0,76087.0,1804191.0,712966.0,0.0,0.0
140,District of Columbia,2008,12957613.0,11788628.0,0.0,0.0,668165.0,87243.0,1916230.0,771374.0,0.0,0.0
141,District of Columbia,2009,12620206.0,9644935.0,0.0,0.0,684134.0,76174.0,1886719.0,797733.0,0.0,0.0
142,District of Columbia,2010,13682059.0,11644004.0,0.0,0.0,962267.0,70984.0,2033952.0,767946.0,0.0,0.0
143,District of Columbia,2011,13934011.0,13236779.0,0.0,0.0,911852.0,94438.0,2307166.0,842956.0,0.0,0.0
144,District of Columbia,2012,13797315.0,12619814.0,0.0,0.0,908544.0,97812.0,2283587.0,904103.0,0.0,0.0
145,District of Columbia,2013,14945597.0,14098110.0,0.0,0.0,1114260.0,100675.0,2473823.0,806975.0,0.0,0.0
146,District of Columbia,2014,15234732.0,14746531.0,0.0,0.0,656930.0,100325.0,2540193.0,854580.0,0.0,0.0
147,District of Columbia,2015,15705670.0,15059488.0,0.0,0.0,801954.0,103488.0,2513954.0,898644.0,0.0,0.0
148,District of Columbia,2016,16593661.0,14628056.0,0.0,0.0,595981.0,110296.0,2997540.0,859165.0,0.0,0.0
149,District of Columbia,2017,18803720.0,15287418.0,0.0,0.0,794867.0,116244.0,4425686.0,788813.0,0.0,0.0
150,District of Columbia,2018,18960588.0,15950556.0,0.0,0.0,1005858.0,71640.0,3745061.0,800523.0,0.0,0.0
151,District of Columbia,2019,19962906.0,16283373.0,0.0,0.0,1098685.0,81007.0,4289658.0,789678.0,0.0,0.0
152,District of Columbia,2020,23499816.0,17428689.0,0.0,0.0,1207185.0,67281.0,5120462.0,582526.0,0.0,0.0
153,Florida,2004,115302969.0,129013687.0,1928310.0,1303771.0,11801487.0,4792785.0,1142211.0,201789.0,429961.0,313891.0
154,Florida,2005,130860382.0,135491071.0,1984070.0,1415704.0,13219266.0,5054616.0,1157584.0,207984.0,436194.0,342638.0
155,Florida,2006,140899505.0,153086214.0,1954357.0,1457296.0,14897532.0,5388533.0,1273901.0,241999.0,442931.0,403674.0
156,Florida,2007,148866854.0,173002204.0,1713987.0,1616189.0,17101275.0,5708736.0,1544664.0,257133.0,373084.0,330353.0
157,Florida,2008,158655017.0,148608841.0,1736114.0,1693887.0,18400559.0,5672643.0,1486274.0,258645.0,427074.0,333342.0
158,Florida,2009,160507780.0,118420096.0,2188540.0,1762514.0,16652206.0,5564732.0,1578728.0,258638.0,627071.0,351484.0
159,Florida,2010,163536447.0,166817472.0,2414994.0,1678188.0,14670068.0,5787660.0,1451518.0,256826.0,770342.0,352307.0
160,Florida,2011,163070769.0,180202820.0,2239618.0,1777096.0,13516228.0,5784193.0,1711225.0,297822.0,491923.0,388587.0
161,Florida,2012,158447344.0,148087824.0,1960938.0,1914873.0,13141319.0,5886507.0,1696066.0,303073.0,453779.0,390269.0
162,Florida,2013,155222550.0,172330769.0,1812077.0,2009111.0,13603856.0,6029378.0,1522288.0,324624.0,560519.0,407167.0
163,Florida,2014,160450026.0,180418044.0,2190433.0,1966248.0,16874939.0,6270359.0,1637306.0,334758.0,606417.0,466053.0
164,Florida,2015,164800873.0,167483541.0,2323813.0,2051680.0,17723963.0,6594052.0,1715265.0,344436.0,598501.0,494902.0
165,Florida,2016,167777134.0,164755203.0,2587365.0,2144740.0,17589483.0,7140543.0,1955408.0,347217.0,653036.0,529428.0
166,Florida,2017,177089394.0,192534238.0,2729192.0,2264697.0,19261316.0,7279142.0,2027292.0,329023.0,525391.0,575335.0
167,Florida,2018,187612475.0,199918774.0,2970414.0,2285054.0,18777819.0,7462246.0,2042858.0,307577.0,544393.0,607499.0
168,Florida,2019,199037235.0,200027782.0,2589423.0,2414604.0,20534784.0,7673645.0,2104430.0,292337.0,554491.0,634932.0
169,Florida,2020,208234166.0,208905616.0,3247719.0,2493439.0,20602401.0,7502658.0,2112663.0,291473.0,691503.0,652825.0
170,Georgia,2004,58471941.0,56986796.0,597792.0,455395.0,4153139.0,1062890.0,665455.0,117906.0,153410.0,128952.0
