Mode,State,Year,Total,Total,Air,Air,Highway,Highway,Transit,Transit,Water,Water
690,South Carolina,2014,44179663.0,47661015.0,200491.0,105490.0,2279201.0,924715.0,68529.0,14701.0,204102.0,164717.0
691,South Carolina,2015,45918121.0,46795744.0,226107.0,102325.0,2434782.0,946452.0,69446.0,17015.0,182170.0,197430.0
692,South Carolina,2016,47427647.0,46702477.0,222843.0,91200.0,2907013.0,1006653.0,68308.0,18447.0,288293.0,211877.0
693,South Carolina,2017,50089068.0,52307934.0,203207.0,125146.0,3751516.0,1089915.0,97536.0,21356.0,372039.0,233983.0
694,South Carolina,2018,51898285.0,53619248.0,151086.0,131078.0,3871184.0,1258887.0,87625.0,20022.0,401950.0,252013.0
695,South Carolina,2019,53107706.0,54319091.0,220675.0,154059.0,3715954.0,1399596.0,112275.0,21206.0,444856.0,294694.0
696,South Carolina,2020,56241395.0,55773111.0,226381.0,173614.0,3968772.0,1410104.0,101094.0,17514.0,495837.0,292594.0
697,South Dakota,2004,4659617.0,5592781.0,15945.0,9146.0,967781.0,195585.0,6225.0,1034.0,0.0,0.0
698,South Dakota,2005,4973020.0,5856731.0,24124.0,9723.0,1019376.0,200089.0,7104.0,1077.0,0.0,0.0
699,South Dakota,2006,5209772.0,6055554.0,17895.0,5166.0,1083750.0,191973.0,7721.0,1114.0,0.0,0.0
700,South Dakota,2007,5580937.0,7045576.0,33650.0,9051.0,1179684.0,191863.0,9091.0,1300.0,0.0,7.0
701,South Dakota,2008,5870383.0,5206966.0,25514.0,11531.0,1086007.0,197920.0,9350.0,1040.0,0.0,9.0
702,South Dakota,2009,6489782.0,4520377.0,39943.0,10891.0,1199198.0,184499.0,9528.0,1447.0,0.0,0.0
703,South Dakota,2010,6844936.0,6940774.0,51575.0,10093.0,1249929.0,200541.0,13318.0,1382.0,0.0,0.0
704,South Dakota,2011,7069249.0,8454486.0,42050.0,10950.0,1480509.0,202973.0,12715.0,1423.0,0.0,0.0
705,South Dakota,2012,7012056.0,6841455.0,57515.0,12454.0,1517907.0,226676.0,9941.0,1530.0,0.0,0.0
706,South Dakota,2013,7169312.0,8383992.0,61581.0,13419.0,1518105.0,235151.0,11187.0,1274.0,0.0,0.0
707,South Dakota,2014,7365174.0,8817379.0,38381.0,14362.0,1476367.0,242761.0,12444.0,1269.0,0.0,0.0
708,South Dakota,2015,7560210.0,7526089.0,42114.0,16092.0,1413725.0,257485.0,11402.0,1206.0,0.0,0.0
709,South Dakota,2016,7968349.0,7345444.0,44712.0,17155.0,1664242.0,310565.0,13322.0,1321.0,0.0,0.0
710,South Dakota,2017,8021923.0,9090413.0,34605.0,18051.0,1529986.0,317344.0,9311.0,1064.0,0.0,0.0
711,South Dakota,2018,8157347.0,8789685.0,32046.0,19838.0,1467190.0,316740.0,13172.0,1048.0,0.0,0.0
712,South Dakota,2019,8271415.0,8517649.0,45865.0,20503.0,1547868.0,325181.0,13848.0,962.0,0.0,0.0
713,South Dakota,2020,8751771.0,9837016.0,42856.0,21350.0,1905423.0,330557.0,11555.0,991.0,0.0,0.0
714,Tennessee,2004,41948287.0,42075025.0,163778.0,207087.0,2880520.0,1214200.0,137988.0,28566.0,1049.0,1301.0
715,Tennessee,2005,42800484.0,44888233.0,222896.0,239316.0,3069560.0,1240932.0,151212.0,27289.0,2345.0,2947.0
716,Tennessee,2006,44410146.0,47231559.0,260003.0,249177.0,3523282.0,1276531.0,173071.0,29630.0,4302.0,3136.0
717,Tennessee,2007,49274434.0,52617009.0,281135.0,260536.0,3712140.0,1282665.0,177653.0,30736.0,4947.0,5036.0
718,Tennessee,2008,49559630.0,48191290.0,311484.0,273097.0,3286348.0,1295770.0,201824.0,33389.0,3379.0,3079.0
719,Tennessee,2009,52757800.0,42002495.0,352210.0,273252.0,4342428.0,1228198.0,252531.0,37361.0,3537.0,4940.0
720,Tennessee,2010,53553859.0,54296713.0,446091.0,276338.0,3482068.0,1234009.0,246309.0,34880.0,4241.0,4620.0
721,Tennessee,2011,55242375.0,60288525.0,531378.0,289762.0,3690711.0,1271621.0,246144.0,36426.0,3454.0,4778.0
722,Tennessee,2012,55663532.0,54133354.0,384519.0,286096.0,3750178.0,1271800.0,263217.0,38092.0,11183.0,4451.0
723,Tennessee,2013,54769506.0,57703960.0,383335.0,310728.0,3719378.0,1282188.0,248319.0,41860.0,8559.0,3355.0
724,Tennessee,2014,56222815.0,59978454.0,364230.0,332700.0,3708551.0,1303705.0,237565.0,46859.0,2566.0,2751.0
725,Tennessee,2015,56716704.0,56248062.0,407897.0,353721.0,3388516.0,1325815.0,227354.0,43990.0,1252.0,2923.0
726,Tennessee,2016,57765304.0,56600967.0,398664.0,355588.0,3429352.0,1391214.0,219918.0,43203.0,2541.0,2800.0
727,Tennessee,2017,62123572.0,72164257.0,467573.0,371146.0,3449674.0,1407141.0,248673.0,44168.0,1252.0,3003.0
728,Tennessee,2018,62774989.0,69086130.0,484641.0,408485.0,3955919.0,1623203.0,250009.0,42600.0,2113.0,3128.0
729,Tennessee,2019,65801910.0,69732012.0,746199.0,431298.0,4265564.0,1719382.0,301878.0,58514.0,1519.0,2764.0
730,Tennessee,2020,67876915.0,67702300.0,1009157.0,410858.0,4613161.0,1740990.0,302769.0,50057.0,1458.0,2701.0
731,Texas,2004,144689584.0,153611993.0,1980402.0,897177.0,13871634.0,5037161.0,1424381.0,148507.0,213803.0,205491.0
732,Texas,2005,151960250.0,162806313.0,1903176.0,1051964.0,16662948.0,5165406.0,1385234.0,150526.0,251143.0,216643.0
733,Texas,2006,161086427.0,177114769.0,1458298.0,1198471.0,18656125.0,5390875.0,1465448.0,158171.0,361261.0,249065.0
734,Texas,2007,171197374.0,194800559.0,1425392.0,1341103.0,19699568.0,5661942.0,1728392.0,183735.0,437480.0,266060.0
735,Texas,2008,190625065.0,171630060.0,1406321.0,1475596.0,24889619.0,5841241.0,1997297.0,190601.0,421572.0,308617.0
736,Texas,2009,203950009.0,171739630.0,1676127.0,1573776.0,17425883.0,5834303.0,2428733.0,208103.0,407607.0,319114.0
737,Texas,2010,218807086.0,209930381.0,1803428.0,1480899.0,16553651.0,5942993.0,2734334.0,229895.0,457512.0,284006.0
738,Texas,2011,221155931.0,224865846.0,1457478.0,1508237.0,17388934.0,6159935.0,2997925.0,259052.0,447899.0,310210.0
739,Texas,2012,218287685.0,212050073.0,1528324.0,1575030.0,18335551.0,6766613.0,2783194.0,258859.0,363095.0,361823.0
740,Texas,2013,220736081.0,233292946.0,1672282.0,1629746.0,20776050.0,7076175.0,2770097.0,273561.0,398595.0,383250.0
741,Texas,2014,230700794.0,253112113.0,1918078.0,1724535.0,20427028.0,7462035.0,2784780.0,284754.0,460392.0,398305.0
742,Texas,2015,241188809.0,235372235.0,2076797.0,1888557.0,20458490.0,7738496.0,2715585.0,285523.0,459430.0,432276.0
743,Texas,2016,251601569.0,247566135.0,2145429.0,2000330.0,22699436.0,8085533.0,2598085.0,291332.0,515264.0,485472.0
744,Texas,2017,263184510.0,274917850.0,2057032.0,2085151.0,25057395.0,8387759.0,2551500.0,277341.0,598421.0,502842.0
745,Texas,2018,280220497.0,292205440.0,1993207.0,2195823.0,38303219.0,8634046.0,2916106.0,270559.0,601857.0,556004.0
746,Texas,2019,294398830.0,291325245.0,1957637.0,2368271.0,41734517.0,8844599.0,3035321.0,277722.0,727191.0,644883.0
747,Texas,2020,312358617.0,333016556.0,2156097.0,2489114.0,32724648.0,8532563.0,3096276.0,273849.0,821703.0,702667.0
748,Utah,2004,16706672.0,18916689.0,156381.0,142333.0,1577553.0,481614.0,225328.0,25307.0,0.0,0.0
749,Utah,2005,17247138.0,19182905.0,151268.0,183482.0,1456212.0,496883.0,186496.0,18007.0,0.0,0.0
750,Utah,2006,18507509.0,20773341.0,171672.0,195793.0,1762680.0,496679.0,268930.0,18957.0,0.0,0.0
751,Utah,2007,19981778.0,23387596.0,173731.0,214635.0,1865264.0,718920.0,402180.0,26679.0,0.0,0.0
752,Utah,2008,22198697.0,22981370.0,193752.0,232341.0,2308456.0,696385.0,498519.0,27984.0,0.0,0.0
753,Utah,2009,24040359.0,16533627.0,199031.0,197437.0,2764159.0,645298.0,783436.0,37402.0,0.0,0.0
754,Utah,2010,24552266.0,24148567.0,204171.0,168956.0,3297618.0,678982.0,825930.0,37693.0,0.0,0.0
755,Utah,2011,24972979.0,25369618.0,194188.0,179483.0,3156420.0,565598.0,767201.0,39282.0,0.0,0.0
756,Utah,2012,25852787.0,24195493.0,143664.0,191484.0,3745854.0,534368.0,623960.0,47154.0,0.0,0.0
757,Utah,2013,25681353.0,27396445.0,163464.0,206021.0,2604424.0,543093.0,540041.0,50317.0,0.0,0.0
758,Utah,2014,25672441.0,28243449.0,186018.0,192602.0,2011233.0,556593.0,446017.0,56058.0,0.0,0.0
759,Utah,2015,26724492.0,27977602.0,241306.0,196789.0,2438192.0,564809.0,414935.0,56697.0,0.0,0.0
760,Utah,2016,28056194.0,27788917.0,273035.0,207946.0,2375898.0,617125.0,391312.0,59266.0,0.0,0.0
761,Utah,2017,30149141.0,31869938.0,432159.0,222767.0,2811243.0,725669.0,437835.0,58474.0,0.0,0.0
762,Utah,2018,32372210.0,36239004.0,680209.0,233385.0,3073730.0,804928.0,541488.0,61443.0,0.0,0.0
763,Utah,2019,35276384.0,34524394.0,864274.0,258214.0,3386429.0,837612.0,578434.0,65182.0,0.0,0.0
764,Utah,2020,37873924.0,39948194.0,954074.0,229160.0,4099705.0,747512.0,508627.0,63378.0,0.0,0.0
765,Vermont,2004,4812173.0,5265774.0,14268.0,10055.0,438938.0,154776.0,13204.0,3860.0,0.0,0.0
766,Vermont,2005,5172243.0,5392814.0,22193.0,12885.0,490135.0,152640.0,34248.0,3491.0,25.0,0.0
767,Vermont,2006,5371822.0,5731946.0,26785.0,13356.0,507983.0,151611.0,37262.0,4074.0,125.0,76.0
768,Vermont,2007,5819088.0,6370626.0,25210.0,13827.0,612350.0,169317.0,39434.0,4482.0,0.0,0.0
769,Vermont,2008,6065792.0,6083481.0,21017.0,14759.0,592986.0,177138.0,46109.0,2899.0,21.0,45.0
770,Vermont,2009,6373365.0,5537498.0,29704.0,15281.0,677044.0,154379.0,54767.0,4102.0,19.0,39.0
771,Vermont,2010,6781156.0,7016282.0,44241.0,14442.0,771252.0,178756.0,55794.0,3941.0,34.0,39.0
772,Vermont,2011,6913714.0,7572355.0,93361.0,16429.0,868963.0,176365.0,28701.0,4112.0,26.0,45.0
773,Vermont,2012,7089172.0,6866094.0,30806.0,17298.0,904421.0,182298.0,30540.0,5325.0,0.0,0.0
774,Vermont,2013,7231139.0,7404430.0,25638.0,17789.0,788382.0,185100.0,29333.0,5151.0,0.0,0.0
775,Vermont,2014,7534817.0,7739387.0,32463.0,19343.0,854554.0,183892.0,29577.0,5054.0,0.0,0.0
776,Vermont,2015,7756592.0,7615232.0,37220.0,19554.0,946411.0,166271.0,31468.0,5574.0,0.0,0.0
777,Vermont,2016,7979012.0,7809095.0,42949.0,19050.0,864593.0,160109.0,31606.0,5578.0,0.0,0.0
778,Vermont,2017,7959781.0,8164131.0,40221.0,18817.0,862768.0,168700.0,32398.0,5144.0,0.0,0.0
779,Vermont,2018,8260042.0,8338330.0,41050.0,21123.0,920647.0,208845.0,35369.0,4677.0,0.0,0.0
780,Vermont,2019,8723437.0,8567527.0,44535.0,21906.0,952361.0,206462.0,32989.0,5250.0,0.0,0.0
781,Vermont,2020,9567730.0,9796093.0,35892.0,18387.0,1011055.0,197877.0,36279.0,4553.0,0.0,0.0
782,Virginia,2004,47782335.0,54078178.0,698018.0,555689.0,3790522.0,1569610.0,255808.0,63457.0,299818.0,179501.0
783,Virginia,2005,51529114.0,56657747.0,765045.0,617093.0,4141527.0,1595256.0,334981.0,70676.0,299158.0,224360.0
784,Virginia,2006,55853093.0,61743729.0,1036530.0,670994.0,3998956.0,1651255.0,390193.0,83836.0,279016.0,249105.0
785,Virginia,2007,59067521.0,70457996.0,1225626.0,671170.0,4182707.0,1641340.0,371500.0,86308.0,292803.0,250049.0
786,Virginia,2008,63325231.0,58165871.0,1269065.0,626493.0,4973996.0,1680153.0,483852.0,101688.0,332049.0,258831.0
787,Virginia,2009,65256658.0,46826787.0,1314120.0,665762.0,4898869.0,1585560.0,533826.0,95901.0,243848.0,209205.0
788,Virginia,2010,67672601.0,71093344.0,1176589.0,729240.0,4583049.0,1552251.0,522291.0,100913.0,259162.0,204062.0
789,Virginia,2011,69361736.0,76497579.0,1263411.0,797087.0,5497408.0,1685283.0,552235.0,113081.0,352511.0,278441.0
790,Virginia,2012,71330848.0,67456925.0,686271.0,781752.0,6615340.0,1754716.0,1073920.0,116444.0,396235.0,299431.0
791,Virginia,2013,73751231.0,77699409.0,710949.0,806915.0,6120514.0,1871906.0,1155596.0,115227.0,349039.0,341003.0
792,Virginia,2014,75621799.0,81057467.0,732204.0,939560.0,6553637.0,1686389.0,924212.0,127001.0,386652.0,384715.0
793,Virginia,2015,78134213.0,78617973.0,675848.0,949675.0,7745644.0,1823662.0,914009.0,130721.0,427551.0,441925.0
794,Virginia,2016,80899053.0,79074530.0,678437.0,998352.0,8511258.0,1978447.0,1216538.0,134372.0,451862.0,440185.0
795,Virginia,2017,83592064.0,89000527.0,683181.0,1017937.0,7665827.0,2119301.0,1460658.0,150507.0,596446.0,479364.0
796,Virginia,2018,86678064.0,87945512.0,752255.0,1006719.0,8859518.0,2701360.0,1486856.0,154505.0,615251.0,521921.0
797,Virginia,2019,90846402.0,97606534.0,871075.0,1066663.0,8987572.0,2232937.0,1517267.0,157049.0,577216.0,552492.0
798,Virginia,2020,97890236.0,100686538.0,916351.0,1101701.0,9011197.0,2308725.0,1622152.0,131697.0,510873.0,496994.0
799,Washington,2004,54357830.0,54566467.0,632327.0,331455.0,4372747.0,1461696.0,1324395.0,181352.0,451779.0,260513.0
800,Washington,2005,55800229.0,57509924.0,700468.0,376097.0,4584046.0,1487946.0,1908561.0,206477.0,428669.0,265284.0
801,Washington,2006,56510914.0,63032457.0,801703.0,414473.0,4874397.0,1666573.0,1597434.0,234199.0,408392.0,287355.0
802,Washington,2007,62127822.0,71996843.0,623705.0,461743.0,5987076.0,1836993.0,1835399.0,257487.0,587000.0,310004.0
803,Washington,2008,66530241.0,63025517.0,603158.0,489964.0,6538828.0,1958165.0,1904494.0,282260.0,520117.0,335031.0
804,Washington,2009,72488406.0,51019324.0,521904.0,501143.0,6973055.0,1938748.0,2060766.0,297187.0,582178.0,336862.0
805,Washington,2010,75167279.0,71622880.0,500025.0,469775.0,7443248.0,1977751.0,2040846.0,338813.0,467726.0,340523.0
806,Washington,2011,75428147.0,78340816.0,440441.0,492264.0,6854807.0,2023737.0,2016956.0,376590.0,480734.0,367756.0
807,Washington,2012,74928968.0,69547231.0,444363.0,524690.0,6794523.0,2061408.0,2436818.0,416639.0,500374.0,425233.0
808,Washington,2013,73208833.0,78644203.0,469412.0,554527.0,6662708.0,2191435.0,2135362.0,433206.0,424736.0,433247.0
809,Washington,2014,77626252.0,86312385.0,549642.0,599519.0,6512691.0,2239030.0,2151090.0,447143.0,453210.0,442207.0
810,Washington,2015,82180083.0,82524930.0,513316.0,596720.0,6492811.0,2389404.0,2372866.0,467248.0,551061.0,482524.0
811,Washington,2016,86684449.0,85279112.0,577310.0,630174.0,6542179.0,2713012.0,2601927.0,502850.0,492416.0,501017.0
812,Washington,2017,91784590.0,100406872.0,587339.0,700207.0,6697933.0,3112832.0,2965588.0,565502.0,573334.0,630140.0
813,Washington,2018,96185374.0,107279244.0,706579.0,741910.0,6557321.0,3586574.0,3199580.0,598179.0,501984.0,573131.0
814,Washington,2019,100677821.0,106904661.0,1162148.0,809553.0,7234513.0,3341689.0,3534258.0,621906.0,628762.0,657233.0
815,Washington,2020,112283036.0,110940791.0,1074166.0,853319.0,7739794.0,2942406.0,4240869.0,645032.0,691834.0,677659.0
816,West Virginia,2004,12201294.0,13596442.0,32114.0,15211.0,1539956.0,468641.0,53079.0,5208.0,557.0,0.0
817,West Virginia,2005,12109660.0,14586656.0,35121.0,17259.0,1618731.0,488866.0,52082.0,5320.0,1148.0,0.0
818,West Virginia,2006,12377056.0,14043727.0,45071.0,18125.0,1761390.0,492253.0,42118.0,5407.0,495.0,0.0
819,West Virginia,2007,12993317.0,15317628.0,42676.0,21446.0,1681955.0,516654.0,47616.0,6253.0,312.0,0.0
820,West Virginia,2008,13614864.0,13674989.0,44134.0,22903.0,1742988.0,570011.0,47641.0,6730.0,391.0,0.0
821,West Virginia,2009,14567256.0,14258617.0,80235.0,25154.0,2112276.0,549360.0,47173.0,7834.0,342.0,0.0
822,West Virginia,2010,15684648.0,16993364.0,58486.0,24659.0,2001020.0,495169.0,51797.0,10010.0,353.0,0.0
823,West Virginia,2011,16383046.0,18725223.0,57128.0,30084.0,2124832.0,506160.0,49351.0,9277.0,512.0,0.0
824,West Virginia,2012,16483223.0,17031593.0,59625.0,33743.0,2099702.0,499368.0,49773.0,11405.0,1072.0,0.0
825,West Virginia,2013,16583062.0,18230024.0,55632.0,31279.0,1872748.0,518413.0,48056.0,10287.0,4623.0,0.0
826,West Virginia,2014,16668678.0,18867153.0,48096.0,32724.0,1942403.0,550847.0,54169.0,10038.0,2403.0,0.0
827,West Virginia,2015,17573509.0,17382828.0,62186.0,28283.0,1622522.0,544753.0,56426.0,10720.0,13932.0,0.0
828,West Virginia,2016,18367067.0,16985026.0,48688.0,29671.0,1924777.0,501895.0,57065.0,10502.0,9388.0,0.0
829,West Virginia,2017,18160280.0,19594161.0,41318.0,29536.0,1862528.0,511231.0,58435.0,12945.0,916.0,0.0
830,West Virginia,2018,18192604.0,19061154.0,55021.0,31714.0,1942635.0,568419.0,64996.0,12321.0,0.0,0.0
831,West Virginia,2019,18760024.0,19217314.0,69944.0,35929.0,2379387.0,602333.0,57776.0,11914.0,1407.0,0.0
832,West Virginia,2020,20317106.0,20247090.0,67758.0,34016.0,2939590.0,611397.0,64686.0,11760.0,0.0,0.0
833,Wisconsin,2004,42477302.0,48807424.0,203945.0,99728.0,4528405.0,1376225.0,297808.0,56076.0,13496.0,8531.0
834,Wisconsin,2005,43146484.0,48235097.0,234675.0,102704.0,4770628.0,1413201.0,312267.0,60336.0,6559.0,5532.0
835,Wisconsin,2006,45311450.0,47958813.0,163639.0,110749.0,5216646.0,1455001.0,293172.0,63357.0,9785.0,7899.0
836,Wisconsin,2007,46819475.0,56071375.0,172209.0,118790.0,5042067.0,1535538.0,304691.0,68821.0,17131.0,8231.0
837,Wisconsin,2008,49302771.0,41507003.0,199251.0,122881.0,5526568.0,1596321.0,307172.0,73702.0,7509.0,8816.0
838,Wisconsin,2009,52790390.0,23264731.0,215023.0,138271.0,5600703.0,1636924.0,327273.0,81238.0,14788.0,9242.0
839,Wisconsin,2010,55838979.0,66290788.0,252060.0,146632.0,5826195.0,1652300.0,372840.0,81120.0,17758.0,10077.0
840,Wisconsin,2011,56892801.0,62969064.0,277079.0,152427.0,5987200.0,1679052.0,383092.0,83160.0,20832.0,10858.0
841,Wisconsin,2012,55630720.0,50993281.0,283179.0,140170.0,6169136.0,1671772.0,386754.0,84211.0,10456.0,9643.0
842,Wisconsin,2013,55498470.0,63879235.0,265648.0,137221.0,6230612.0,1641804.0,366200.0,78809.0,9093.0,10052.0
843,Wisconsin,2014,58217227.0,64739352.0,247573.0,140886.0,6449030.0,1694311.0,334348.0,78305.0,9665.0,10171.0
844,Wisconsin,2015,59174093.0,58953454.0,351668.0,144375.0,6613744.0,1719899.0,389663.0,77555.0,6631.0,9078.0
845,Wisconsin,2016,59452835.0,53990652.0,293641.0,147333.0,5364107.0,1778885.0,373029.0,73603.0,12108.0,9386.0
846,Wisconsin,2017,62502369.0,64102944.0,316597.0,155639.0,9336765.0,1796822.0,386908.0,72938.0,23819.0,9842.0
847,Wisconsin,2018,62705356.0,73254416.0,324490.0,159321.0,7415028.0,1914111.0,383777.0,73350.0,18033.0,8592.0
848,Wisconsin,2019,64592383.0,55923144.0,297875.0,152185.0,7574962.0,1942283.0,363153.0,73395.0,21871.0,9770.0
849,Wisconsin,2020,67584371.0,84836036.0,323734.0,151580.0,7566997.0,2089590.0,389025.0,70142.0,31299.0,9052.0
850,Wyoming,2004,5076956.0,6327378.0,49926.0,14870.0,837272.0,137954.0,0.0,0.0,0.0,0.0
851,Wyoming,2005,5619395.0,7269200.0,54853.0,13650.0,825232.0,143055.0,2040.0,355.0,0.0,0.0
852,Wyoming,2006,5973697.0,8132891.0,43680.0,14331.0,912196.0,150972.0,2958.0,488.0,0.0,0.0
853,Wyoming,2007,0.0,,,15517.0,613.0,2032883.0,,,175324.0,1924.0
854,Wyoming,2008,7519707.0,9383548.0,48790.0,19833.0,1100734.0,160581.0,3556.0,679.0,0.0,0.0
855,Wyoming,2009,8363534.0,7491885.0,73446.0,20374.0,1179509.0,182725.0,4819.0,702.0,0.0,0.0
856,Wyoming,2010,8720469.0,10175886.0,112290.0,20913.0,1207672.0,168815.0,4217.0,589.0,0.0,0.0
857,Wyoming,2011,8670778.0,10253907.0,78421.0,20904.0,1084490.0,170997.0,4040.0,667.0,0.0,0.0
858,Wyoming,2012,9114357.0,10410084.0,82542.0,21855.0,1270182.0,160970.0,5063.0,683.0,0.0,0.0
859,Wyoming,2013,9144822.0,11333034.0,84700.0,17334.0,1143783.0,178484.0,1561.0,0.0,0.0,0.0
860,Wyoming,2014,9340569.0,11355931.0,84413.0,18893.0,1174325.0,204357.0,14822.0,722.0,0.0,0.0
861,Wyoming,2015,9918646.0,11242016.0,98077.0,19129.0,1271543.0,233338.0,11015.0,679.0,0.0,0.0
862,Wyoming,2016,10332003.0,9767243.0,118031.0,18580.0,1235977.0,224631.0,6717.0,730.0,0.0,0.0
863,Wyoming,2017,10362191.0,10365429.0,101854.0,24279.0,998903.0,214434.0,5706.0,740.0,0.0,0.0
864,Wyoming,2018,10141890.0,10905289.0,162314.0,25545.0,1010831.0,239953.0,5581.0,795.0,0.0,0.0
865,Wyoming,2019,10000106.0,9553355.0,122734.0,29091.0,1053945.0,253533.0,7308.0,857.0,0.0,0.0
866,Wyoming,2020,10387312.0,12485955.0,114491.0,34319.0,1207941.0,252398.0,7537.0,13.0,0.0,0.0
